68,257,7,0
79,307,41,2
8,250,18,2
34,196,16,0
29,305,252,0
29,133,252,0
44,310,252,0
71,149,1,2
68,15,449,2
69,272,1,0
65,24,31,0
32,230,252,0
22,305,252,0
82,23,3,0
83,131,3,0
83,314,3,0
69,25,175,0
68,223,175,0
68,358,175,0
68,222,175,0
70,213,175,0
14,176,84,0
7,304,16,2
91,333,52,0
72,2,4,6
73,344,449,4
92,349,449,0
80,255,449,0
68,16,449,0
72,324,13,0
70,253,34,0
7,168,59,0
52,230,59,0
8,247,30,0
86,46,30,0
86,30,30,0
84,308,30,0
85,1,6,7
66,296,2,0
86,299,25,6
68,263,7,0
8,249,18,0
30,196,54,0
34,265,54,0
38,263,54,0
82,0,6,0
82,137,6,0
82,8,6,0
83,299,6,0
83,119,6,0
38,238,5,0
73,327,1,7
86,60,30,0
19,303,30,0
84,321,30,0
45,346,30,0
68,233,5,0
69,293,15,4
48,324,41,0
48,333,41,0
79,304,41,2
44,302,252,0
25,233,48,0
69,301,5,0
51,130,127,0
72,327,13,0
81,164,173,0
81,275,173,0
8,247,30,0
7,131,2,0
44,356,2,0
32,234,174,0
29,277,174,0
29,289,174,0
25,286,174,0
19,318,14,4
92,204,1,2
48,353,127,0
48,114,127,0
91,49,127,0
46,233,127,0
46,302,127,0
73,36,127,0
81,178,127,0
57,126,127,0
47,245,127,0
47,310,127,0
80,147,127,0
80,232,127,0
55,77,127,0
55,38,127,0
91,304,17,5
11,134,17,5
20,261,17,5
33,126,17,5
67,173,48,0
70,286,966,4
65,182,966,4
56,287,966,4
66,279,966,4
66,263,966,4
66,243,966,4
61,351,966,4
61,340,966,4
52,8,966,4
52,9,966,4
64,342,966,4
51,157,966,4
59,328,966,4
59,217,966,4
59,109,966,4
59,130,966,4
59,144,966,4
65,310,966,4
65,290,966,4
65,276,966,4
65,63,966,4
65,123,966,4
65,32,966,4
65,93,966,4
91,209,966,4
91,249,966,4
91,264,966,4
60,315,966,4
60,158,966,4
63,208,966,4
63,296,966,4
50,351,966,4
69,313,966,4
53,165,966,4
53,270,966,4
53,181,966,4
53,270,966,4
5,252,7,0
69,291,15,4
4,239,66,0
65,305,66,0
65,334,66,0
65,107,82,7
65,77,82,7
65,47,82,7
65,109,82,7
65,79,82,7
65,49,82,7
59,48,1,4
5,145,10,7
66,270,44,6
66,211,44,6
66,213,44,6
67,157,44,6
29,127,174,0
64,169,4,7
49,184,51,7
68,222,175,0
61,50,65,0
46,300,65,0
80,192,20,5
80,197,20,5
91,336,52,0
66,268,44,6
66,209,44,6
67,154,44,6
65,27,31,0
62,335,9,0
49,177,51,7
68,259,7,0
29,304,2,2
15,159,6,2
34,141,252,0
44,317,252,0
62,329,252,0
62,331,252,0
24,290,48,0
22,333,48,0
22,340,48,0
25,223,48,0
25,138,48,0
47,282,1,5
81,261,86,0
44,305,252,0
25,236,48,0
68,174,1,0
35,349,5,4
48,116,1,6
76,124,449,2
92,170,449,2
92,303,449,2
92,317,449,2
92,330,449,2
85,5,449,2
83,278,449,2
88,312,449,2
89,276,449,2
89,154,449,2
72,219,449,2
73,350,449,4
61,231,4,5
67,4,4,5
62,291,4,5
65,23,31,0
86,33,11,0
86,49,11,0
84,312,11,0
30,177,11,0
55,348,127,0
55,352,17,0
55,19,17,0
55,18,17,0
55,117,17,0
55,56,17,0
55,95,17,0
54,146,17,0
54,139,17,0
73,55,17,0
81,197,17,0
80,166,17,0
80,166,17,0
52,168,17,0
52,223,17,0
52,173,17,0
52,184,17,0
91,67,17,0
14,300,1,0
71,356,1,6
59,69,52,4
61,235,31,0
79,224,1,0
46,248,286,6
46,262,286,6
46,276,286,6
46,291,286,6
72,308,286,6
72,321,286,6
44,262,286,6
44,269,286,6
44,265,286,6
44,253,286,6
70,14,286,6
70,323,286,6
54,1,286,6
66,317,286,6
59,12,286,6
59,0,286,6
63,26,286,6
63,4,286,6
71,160,2,7
88,222,10,2
86,157,10,2
86,159,10,2
86,159,10,2
69,292,15,4
80,217,1,2
28,302,252,0
28,176,252,0
44,319,252,0
62,326,252,0
62,333,252,0
22,335,48,0
25,225,48,0
25,283,48,0
25,139,48,0
40,275,7,0
63,330,449,0
64,155,3,7
81,264,11,7
32,233,174,0
29,276,174,0
32,233,174,0
29,274,174,0
30,5,174,0
68,15,449,0
65,350,7,4
64,153,1,7
80,229,12,0
48,117,3,6
79,333,82,7
77,125,82,7
91,90,82,7
81,220,82,7
14,164,84,4
86,79,2,0
84,337,2,0
85,2,6,7
67,184,1,0
73,337,449,4
5,144,10,7
62,336,24,2
72,306,1,0
77,331,1,6
72,12,1,6
86,302,158,0
86,135,158,0
79,320,158,0
79,316,158,0
91,308,158,0
91,316,158,0
84,295,158,0
84,231,158,0
84,216,158,0
84,236,158,0
84,258,158,0
84,241,158,0
84,280,158,0
84,221,158,0
84,251,158,0
84,226,158,0
73,17,158,0
85,143,158,0
85,169,158,0
88,278,158,0
88,282,158,0
89,359,158,0
89,296,158,0
22,252,66,2
22,252,66,2
25,318,66,2
32,119,66,2
70,249,4,2
80,189,20,5
20,254,35,4
70,254,34,0
40,236,1,4
91,58,55,0
47,267,55,0
47,357,55,0
55,47,55,0
55,86,55,0
22,300,55,0
80,158,55,0
73,45,55,0
81,187,55,0
80,200,5,8
1,147,22,7
52,201,53,4
65,13,40,0
66,300,40,0
64,355,40,0
14,298,1,6
86,299,25,6
35,159,2,7
70,213,175,0
66,348,1,0
91,140,2,0
89,307,2,0
86,75,24,0
84,334,24,0
83,313,3,0
83,136,3,0
82,23,3,0
45,344,64,7
76,134,173,4
76,132,173,4
76,129,173,4
76,138,173,4
77,120,173,4
75,285,173,4
75,169,173,4
75,169,173,4
75,281,173,4
75,170,173,4
75,300,173,4
92,150,173,4
80,69,173,4
80,35,173,4
80,28,173,4
80,47,173,4
80,50,173,4
80,32,173,4
80,61,173,4
80,54,173,4
80,2,173,4
80,13,173,4
80,43,173,4
80,17,173,4
80,65,173,4
80,39,173,4
80,58,173,4
80,21,173,4
80,24,173,4
80,6,173,4
80,10,173,4
81,151,173,4
30,176,111,0
15,151,44,0
80,196,20,5
45,346,1,6
14,163,84,4
14,163,84,4
8,247,30,0
52,207,53,4
82,181,44,0
84,304,44,0
63,27,44,0
63,31,44,0
63,35,44,0
86,40,44,0
86,24,44,0
62,337,44,0
32,233,174,0
83,306,2,4
82,15,2,4
8,249,18,0
80,269,27,5
80,286,27,5
40,274,3,0
59,159,3,0
46,220,3,0
67,154,48,0
59,42,1,6
64,159,1,7
86,205,8,7
85,3,6,2
32,351,54,4
24,283,54,4
40,330,54,4
25,128,54,4
38,260,54,4
38,262,54,4
65,344,54,4
9,207,21,5
12,335,21,5
11,133,21,5
11,131,21,5
21,130,21,5
67,202,24,0
59,80,1,5
59,31,4,0
70,253,34,0
14,164,84,4
14,221,84,4
17,226,84,4
18,289,84,4
19,286,84,4
48,296,53,4
80,200,5,8
49,180,51,7
49,183,51,7
66,351,1,4
49,177,51,7
22,325,252,4
26,151,252,4
71,354,8,6
72,5,2,6
62,224,1,6
73,351,449,4
73,335,449,4
30,181,11,0
34,138,252,0
35,346,252,0
32,289,252,0
33,275,252,0
27,258,252,0
27,257,252,0
22,309,252,0
47,170,78,7
47,161,78,7
52,210,53,4
82,12,3,0
82,0,3,0
83,302,3,0
82,183,44,0
84,309,44,0
63,32,44,0
63,36,44,0
63,28,44,0
86,30,44,0
86,46,44,0
32,234,174,0
68,150,2,7
8,248,30,2
8,247,30,2
29,285,174,2
25,218,174,2
25,214,174,2
25,211,174,2
6,347,449,0
6,135,449,0
6,282,449,0
40,134,449,0
5,245,449,0
14,357,449,0
9,132,449,0
63,331,449,0
7,134,449,0
27,255,449,0
27,255,449,0
31,252,449,0
32,127,449,0
32,126,449,0
45,175,449,0
34,354,449,0
39,267,449,0
73,228,31,0
81,223,31,0
5,299,31,0
91,94,31,0
79,334,31,0
77,133,31,0
67,166,31,0
61,236,31,0
72,9,1,6
64,241,21,2
52,35,2,5
67,266,48,0
67,257,48,0
67,200,34,0
14,164,84,4
19,342,252,0
84,320,44,0
63,29,44,0
63,37,44,0
63,33,44,0
86,59,44,0
19,302,44,0
69,335,28,4
72,299,2,7
62,169,5,0
81,245,5,0
32,229,252,0
28,304,252,0
62,328,252,0
62,335,252,0
22,337,48,0
25,141,48,0
25,227,48,0
65,126,82,7
65,96,82,7
65,36,82,7
65,66,82,7
88,180,3,2
84,341,3,2
86,83,3,2
72,17,1,6
79,350,24,0
14,215,84,4
14,164,84,4
19,293,84,4
86,206,2,0
91,135,2,0
19,332,174,0
80,190,20,5
57,203,3,0
48,114,1,6
33,131,7,5
20,332,7,5
92,24,52,0
92,11,52,0
91,358,52,0
91,343,52,0
86,304,158,0
86,136,158,0
79,317,158,0
79,321,158,0
91,318,158,0
84,251,158,0
84,230,158,0
84,281,158,0
84,220,158,0
84,215,158,0
84,259,158,0
84,235,158,0
84,297,158,0
84,240,158,0
84,225,158,0
73,19,158,0
85,145,158,0
88,283,158,0
88,236,158,0
89,298,158,0
80,199,5,2
32,261,174,0
32,234,174,0
29,271,174,0
25,286,174,0
79,173,3,6
65,319,66,0
69,279,449,2
75,329,449,2
75,251,449,2
92,335,449,2
92,185,449,2
92,322,449,2
92,309,449,2
80,224,449,2
85,10,449,2
83,283,449,2
89,232,449,2
68,15,449,2
71,355,2,6
53,168,1,0
65,354,1,0
64,133,43,7
52,209,53,4
70,212,175,4
91,289,1,0
32,232,174,2
32,232,174,2
29,279,174,2
29,290,174,2
25,287,174,2
73,350,449,4
91,305,17,5
91,305,17,5
88,286,141,0
81,242,141,0
84,284,141,0
84,263,141,0
84,317,141,0
84,284,141,0
62,166,141,0
66,342,141,0
66,345,141,0
85,172,141,0
85,147,141,0
85,129,141,0
85,173,141,0
91,141,141,0
19,298,141,0
59,161,141,0
59,162,141,0
59,166,141,0
86,139,141,0
86,55,141,0
86,236,141,0
86,307,141,0
77,140,141,0
77,147,141,0
77,129,141,0
38,260,141,0
89,301,141,0
87,332,141,0
87,7,141,0
70,250,111,4
72,297,111,4
32,234,174,0
38,237,1,0
86,163,8,7
86,153,8,7
85,209,8,7
19,318,8,7
75,126,76,2
52,178,76,2
53,352,76,2
67,182,76,2
67,170,76,2
60,334,76,2
61,240,76,2
55,5,76,2
65,202,966,4
66,268,966,4
66,253,966,4
66,284,966,4
66,233,966,4
61,65,966,4
61,145,966,4
61,135,966,4
61,75,966,4
61,165,966,4
61,85,966,4
61,95,966,4
61,55,966,4
61,105,966,4
61,115,966,4
61,155,966,4
61,125,966,4
64,228,966,4
57,54,966,4
57,44,966,4
57,54,966,4
57,54,966,4
57,263,966,4
57,30,966,4
57,65,966,4
57,16,966,4
57,76,966,4
64,21,966,4
62,214,966,4
62,201,966,4
62,162,966,4
62,312,966,4
62,14,966,4
62,2,966,4
62,4,966,4
59,207,966,4
59,114,966,4
59,135,966,4
59,93,966,4
65,292,966,4
65,280,966,4
65,113,966,4
65,315,966,4
65,22,966,4
65,82,966,4
65,52,966,4
91,252,966,4
60,208,966,4
60,327,966,4
60,309,966,4
60,240,966,4
60,242,966,4
63,178,966,4
63,286,966,4
63,301,966,4
