46,338,233,4
30,307,233,4
47,126,233,4
31,238,233,4
32,127,233,4
54,264,60,2
36,235,60,2
54,223,60,2
54,224,60,2
36,233,3,7
60,219,5,0
60,218,5,0
60,218,5,0
60,219,5,0
23,204,429,0
22,128,429,0
16,204,429,0
16,126,429,0
54,218,429,0
51,157,429,0
29,265,179,3
29,194,179,3
25,358,179,3
26,326,179,3
26,129,179,3
26,304,179,3
79,274,179,3
27,203,179,3
27,203,179,3
27,149,179,3
27,130,179,3
27,114,179,3
27,203,179,3
27,227,179,3
27,268,179,3
81,261,179,3
81,127,179,3
47,247,179,3
26,163,5,4
26,163,5,4
26,162,5,4
36,222,5,4
37,225,5,4
28,133,5,0
40,150,1,6
29,194,1,4
36,214,233,4
46,279,233,4
30,323,233,4
30,251,233,4
29,241,233,4
33,125,233,4
47,150,233,4
28,338,233,4
31,284,233,4
32,181,233,4
36,220,4,4
68,236,161,0
79,128,161,0
61,250,161,0
59,224,161,0
75,223,161,0
71,192,429,0
71,318,429,4
71,265,429,4
73,156,429,4
78,126,429,4
72,161,429,4
72,262,429,4
76,351,52,0
74,125,52,0
74,156,52,0
74,155,52,0
86,351,52,0
77,131,52,0
75,126,52,0
75,334,52,0
73,329,52,0
54,230,60,0
24,76,117,2
36,220,1,4
40,150,1,2
87,351,318,0
68,223,161,0
79,128,161,0
61,246,161,0
59,226,161,0
75,306,161,0
22,125,31,0
13,341,31,0
23,216,429,0
52,196,429,0
36,212,429,0
46,193,133,4
86,350,133,4
37,254,133,4
37,265,133,4
37,152,133,4
36,171,133,4
36,205,133,4
36,208,133,4
36,205,133,4
36,127,133,4
36,205,133,4
36,275,133,4
36,170,133,4
36,275,133,4
36,243,133,4
36,242,133,4
36,170,133,4
36,165,133,4
36,172,133,4
36,207,133,4
9,128,133,4
9,283,133,4
0,131,133,4
0,199,133,4
0,202,133,4
88,125,133,4
36,215,1,2
36,220,1,2
4,241,142,4
78,220,142,4
71,200,429,0
71,166,429,0
68,232,161,0
79,128,161,0
87,172,161,0
59,274,161,0
59,266,161,0
59,274,161,0
59,246,161,0
75,306,161,0
63,162,161,0
60,183,161,0
60,157,161,0
30,165,1,6
24,71,117,7
85,192,318,0
45,287,318,0
45,248,318,0
82,236,318,0
48,161,318,0
46,245,318,0
44,260,318,0
27,153,117,2
24,51,117,2
24,50,117,2
21,313,117,2
36,215,117,2
19,216,117,2
19,210,117,2
20,331,117,2
48,233,117,2
26,157,28,0
68,226,161,0
79,128,161,0
79,273,161,0
62,243,161,0
61,287,161,0
61,286,161,0
61,286,161,0
61,348,161,0
59,245,161,0
75,159,161,0
63,157,161,0
40,219,5,2
10,255,5,2
2,207,5,2
36,233,5,2
37,226,5,2
36,220,1,0
68,276,161,0
64,127,161,0
26,157,28,4
75,8,1,4
30,217,233,2
3,257,5,4
11,275,5,4
11,181,5,4
13,347,5,4
13,210,5,4
75,11,2,0
53,161,16,4
37,229,1,4
78,223,142,4
78,128,142,4
71,199,429,0
71,164,429,0
51,219,81,4
50,194,81,4
50,194,81,4
31,249,5,0
31,249,5,0
36,222,1,4
17,205,109,2
17,274,109,2
17,153,109,2
46,263,179,3
29,169,179,3
29,308,179,3
29,251,179,3
25,351,179,3
80,130,179,3
26,166,179,3
26,167,179,3
27,203,179,3
27,136,179,3
27,108,179,3
27,342,179,3
47,239,179,3
24,225,429,0
24,223,429,0
31,246,1,0
36,220,1,0
29,196,6,2
87,216,16,0
87,200,16,0
87,209,16,0
30,166,16,0
30,166,16,0
36,220,46,0
25,223,46,0
25,175,46,0
74,202,52,0
75,156,52,0
23,126,429,0
16,203,429,0
16,124,429,0
54,217,429,0
52,124,429,0
7,263,429,0
51,156,429,0
36,233,1,0
36,220,5,0
50,215,81,4
36,233,6,0
12,195,6,0
31,249,6,0
31,249,6,0
11,180,6,0
3,256,6,0
40,150,1,0
33,210,2,0
36,220,109,2
31,253,109,2
31,253,109,2
31,253,109,2
31,249,109,2
31,249,109,2
31,251,109,2
31,253,109,2
31,252,109,2
31,253,109,2
31,253,109,2
31,253,109,2
50,261,318,0
50,250,318,0
45,265,318,0
47,217,318,0
47,208,318,0
25,317,318,0
86,203,318,0
71,332,318,0
47,250,318,0
68,214,318,0
68,203,318,0
68,160,318,0
53,256,318,0
1,220,318,0
1,277,318,0
1,129,318,0
46,286,318,0
46,248,318,0
44,124,318,0
53,252,32,2
53,232,32,2
53,271,32,2
1,124,133,4
46,261,133,4
37,221,133,4
37,259,133,4
37,269,133,4
36,275,133,4
36,275,133,4
36,172,133,4
9,267,133,4
0,277,133,4
0,200,133,4
0,201,133,4
87,154,133,4
87,178,166,4
87,186,166,4
88,230,166,4
88,265,166,4
36,220,2,0
0,218,2,0
70,135,119,0
70,125,119,0
66,127,119,0
60,259,119,0
60,265,119,0
58,214,119,0
58,162,119,0
61,207,119,0
67,316,119,0
37,152,9,0
51,253,81,4
50,194,81,4
4,198,31,0
85,193,318,0
45,249,318,0
82,237,318,0
45,320,318,0
45,146,318,0
48,232,318,0
46,241,318,0
46,282,318,0
46,243,318,0
24,227,429,0
30,228,233,2
28,125,233,2
60,223,1,0
42,195,142,4
42,196,142,4
65,163,233,4
65,259,233,4
64,258,233,4
39,247,1,2
64,190,161,0
17,268,109,2
17,199,109,2
51,219,81,4
50,194,81,4
50,194,81,4
50,194,81,4
66,224,27,0
67,200,27,0
67,123,27,0
69,304,27,0
16,221,31,0
36,220,7,4
24,62,1,8
53,125,72,4
53,124,72,4
53,146,72,4
53,265,72,4
57,125,72,4
52,338,72,4
36,214,72,4
58,125,72,4
29,162,72,4
29,162,72,4
29,161,72,4
29,161,72,4
29,161,72,4
26,161,72,4
26,161,72,4
48,261,72,4
23,215,429,0
52,212,429,0
75,231,2,0
75,250,2,0
85,154,318,0
84,245,318,0
45,242,318,0
45,262,318,0
82,225,318,0
45,315,318,0
86,267,318,0
44,128,318,0
36,220,4,0
36,220,1,4
42,206,142,4
29,205,3,4
53,145,72,4
53,150,72,4
17,181,109,2
17,244,109,2
68,225,161,0
79,128,161,0
61,286,161,0
61,286,161,0
59,228,161,0
75,306,161,0
81,129,166,4
14,319,166,4
15,284,166,4
58,248,166,4
58,250,166,4
11,232,166,4
69,307,166,4
13,266,166,4
13,216,166,4
70,310,166,4
70,312,166,4
7,130,166,4
46,166,166,4
46,182,166,4
45,247,166,4
8,127,166,4
31,250,1,2
57,223,60,2
67,194,60,2
30,225,233,2
50,205,81,2
71,154,429,0
29,162,72,4
29,164,72,4
36,220,1,0
68,235,161,0
79,273,161,0
62,247,161,0
59,270,161,0
63,162,161,0
60,184,161,0
60,173,161,0
24,63,1,0
24,167,16,4
24,158,16,4
86,191,72,0
88,226,72,0
89,202,72,0
89,221,72,0
57,157,60,2
57,124,60,2
57,192,60,2
57,265,60,2
58,124,60,2
68,127,60,2
55,244,60,2
55,342,60,2
55,340,60,2
55,154,60,2
55,156,60,2
67,158,60,2
67,153,60,2
53,174,16,4
36,214,5,4
3,122,5,4
13,142,5,4
13,346,5,4
10,129,5,4
15,245,429,0
51,218,13,4
75,246,2,4
75,227,2,4
47,232,40,4
47,275,40,4
47,223,40,4
47,174,15,4
24,155,16,4
78,221,142,4
29,198,9,4
51,256,81,4
50,194,81,4
71,321,429,4
71,304,429,4
73,160,429,4
72,265,429,4
72,166,429,4
70,123,119,0
70,133,119,0
60,329,119,0
60,259,119,0
60,329,119,0
58,210,119,0
58,160,119,0
61,205,119,0
86,349,119,0
67,314,119,0
24,67,117,4
24,53,117,2
39,247,117,2
21,315,117,2
33,169,117,2
33,167,117,2
33,152,117,2
33,151,117,2
40,150,117,2
53,211,117,2
15,239,429,0
15,256,429,0
36,220,4,0
29,192,5,2
29,191,5,2
29,191,5,2
51,163,13,4
51,191,13,4
29,175,9,2
29,175,9,2
29,175,9,2
23,162,429,0
15,260,429,0
16,184,429,0
54,205,429,0
7,127,429,0
7,225,429,0
